,CD4 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-FG-7637-01A,1.0,2.315,44.454,16.114,2.947,1.031,4.681,1.0,4224,LGG,D1D2_ref,0.013,0.046,0.103,0.005,0.004,0.002,0.217,0.072,0.152,0.046,0.212,0.033,0.007,0.031,0.014,0.044,0.059,0.009000000000000001,0.258
TCGA-FG-6689-01A,1.0,5.26,34.336,55.905,7.703,2.13,8.381,1.0,4225,LGG,D1D2_ref,0.006,0.03,0.091,0.002,0.044,0.001,0.335,0.057,0.12,0.023,0.11,0.083,0.01,0.029,0.016,0.043,0.036,0.046,0.133
TCGA-E1-A7YO-01A,1.113,3.465,52.558,14.805,4.202,1.0,4.666,1.482,4226,LGG,D1D2_ref,0.02,0.02,0.116,0.014,0.007,0.003,0.345,0.023,0.156,0.051,0.1,0.04,0.004,0.016,0.02,0.062,0.04,0.021,0.151
TCGA-FG-7638-01B,1.0,2.127,36.073,17.994,2.409,1.605,3.21,1.0,4227,LGG,D1D2_ref,0.013,0.028,0.134,0.004,0.02,0.003,0.211,0.082,0.146,0.045,0.156,0.077,0.007,0.038,0.007,0.029,0.041,0.024,0.201
TCGA-S9-A7QZ-01A,1.369,2.004,69.309,10.219,4.163,1.0,4.262,7.259,4228,LGG,D1D2_ref,0.018,0.013,0.109,0.013,0.015,0.001,0.443,0.043,0.117,0.051,0.07,0.032,0.007,0.017,0.016,0.034,0.031,0.027999999999999997,0.121
TCGA-P5-A5F2-01A,1.0,2.678,25.023,27.581,4.406,1.0,6.359,3.875,4229,LGG,D1D2_ref,0.011,0.011,0.088,0.003,0.043,0.001,0.43,0.054,0.097,0.039,0.093,0.041,0.012,0.022,0.019,0.037,0.022,0.046,0.132
TCGA-R8-A6YH-01A,1.0,5.982,28.511,82.978,8.08,1.0,9.087,1.0,4230,LGG,D1D2_ref,0.014,0.037,0.104,0.017,0.004,0.002,0.247,0.042,0.113,0.03,0.182,0.083,0.005,0.046,0.011,0.063,0.051,0.021,0.212
TCGA-E1-A7YS-01A,1.064,6.142,29.373,10.74,3.801,1.4,6.482,1.0,4231,LGG,D1D2_ref,0.011,0.027,0.113,0.011,0.023,0.001,0.431,0.077,0.07,0.046,0.084,0.013,0.005,0.035,0.027,0.027,0.038,0.034,0.13
TCGA-HT-7880-01A,1.275,3.377,47.519,21.943,2.211,2.05,6.59,1.441,4232,LGG,D1D2_ref,0.012,0.016,0.106,0.004,0.041,0.001,0.417,0.077,0.103,0.043,0.065,0.051,0.01,0.022,0.02,0.011,0.028,0.045,0.108
TCGA-DU-5852-01A,1.0,7.487,114.994,89.059,7.597,1.608,17.688,1.418,4233,LGG,D1D2_ref,0.01,0.021,0.109,0.013,0.016,0.001,0.2,0.082,0.155,0.056,0.151,0.059,0.013,0.034,0.037,0.043,0.031,0.028999999999999998,0.207
TCGA-E1-A7Z4-01A,1.0,4.89,44.009,79.398,7.873,1.0,11.836,1.0,4234,LGG,D1D2_ref,0.009,0.021,0.109,0.006,0.017,0.002,0.271,0.04,0.103,0.018,0.153,0.133,0.009,0.039,0.02,0.049,0.03,0.023,0.17099999999999999
TCGA-DU-7298-01A,1.279,9.234,35.507,58.079,7.871,1.0,14.242,1.0,4235,LGG,D1D2_ref,0.013,0.023,0.102,0.01,0.023,0.001,0.405,0.031,0.126,0.041,0.077,0.068,0.011,0.019,0.021,0.03,0.036,0.033,0.118
TCGA-HT-7478-01A,3.602,7.638,44.213,192.636,13.033,8.894,60.227,1.0,4236,LGG,D1D2_ref,0.005,0.022,0.081,0.01,0.017,0.002,0.353,0.047,0.098,0.013,0.123,0.103,0.009,0.028,0.023,0.066,0.027,0.027000000000000003,0.136
TCGA-DU-A5TU-01A,2.16,11.046,51.315,164.636,10.981,2.133,23.937,2.972,4237,LGG,D1D2_ref,0.005,0.03,0.087,0.013,0.005,0.002,0.298,0.068,0.108,0.015,0.139,0.114,0.011,0.041,0.015,0.049,0.034999999999999996,0.018,0.15400000000000003
TCGA-DU-6399-01A,1.22,6.603,60.935,88.229,8.064,1.196,11.526,1.0,4238,LGG,D1D2_ref,0.006,0.027,0.103,0.008,0.013,0.002,0.306,0.032,0.138,0.038,0.136,0.087,0.008,0.028,0.021,0.047,0.033,0.020999999999999998,0.17400000000000002
TCGA-RY-A83Y-01A,1.0,4.954,81.597,59.225,7.661,3.322,5.267,1.0,4239,LGG,D1D2_ref,0.023,0.035,0.114,0.018,0.003,0.002,0.158,0.056,0.132,0.029,0.226,0.097,0.006,0.058,0.006,0.038,0.058,0.020999999999999998,0.255
TCGA-DU-7300-01A,1.537,3.872,39.965,37.876,3.979,1.301,3.81,1.772,4240,LGG,D1D2_ref,0.013,0.02,0.113,0.007,0.037,0.001,0.382,0.066,0.109,0.044,0.088,0.051,0.012,0.028,0.019,0.011,0.033,0.044,0.132
TCGA-S9-A7IX-01A,1.465,9.114,79.599,70.657,6.549,11.41,15.78,2.009,4241,LGG,D1D2_ref,0.016,0.015,0.103,0.018,0.023,0.0,0.33,0.062,0.131,0.05,0.103,0.047,0.016,0.02,0.03,0.037,0.031,0.040999999999999995,0.153
TCGA-HT-8558-01A,1.0,1.704,30.325,12.204,1.656,1.0,5.663,1.304,4242,LGG,D1D2_ref,0.017,0.012,0.135,0.006,0.05,0.001,0.411,0.102,0.085,0.035,0.046,0.018,0.019,0.029,0.031,0.003,0.029,0.056,0.081
TCGA-S9-A7IY-01A,1.04,9.546,55.144,52.775,7.349,1.445,12.999,1.064,4243,LGG,D1D2_ref,0.012,0.015,0.098,0.006,0.008,0.002,0.383,0.04,0.119,0.033,0.093,0.089,0.008,0.025,0.024,0.045,0.027,0.014,0.126
TCGA-DB-A64W-01A,1.0,2.103,48.797,7.326,3.365,1.0,4.432,1.099,4244,LGG,D1D2_ref,0.012,0.029,0.144,0.02,0.018,0.001,0.423,0.043,0.104,0.034,0.062,0.017,0.008,0.019,0.019,0.048,0.041,0.038,0.096
TCGA-S9-A7IZ-01A,1.0,4.595,52.267,34.377,3.553,1.116,8.998,1.0,4245,LGG,D1D2_ref,0.01,0.013,0.093,0.006,0.022,0.001,0.441,0.058,0.096,0.018,0.081,0.079,0.012,0.02,0.017,0.033,0.023,0.027999999999999997,0.099
TCGA-DU-6410-01A,1.0,1.663,35.838,4.297,1.0,1.0,2.926,1.0,4246,LGG,D1D2_ref,0.016,0.047,0.132,0.008,0.029,0.001,0.482,0.06,0.072,0.031,0.042,0.01,0.008,0.027,0.013,0.022,0.063,0.037000000000000005,0.07300000000000001
TCGA-R8-A6MO-01A,1.451,5.341,81.442,45.746,3.693,3.183,7.306,2.408,4247,LGG,D1D2_ref,0.014,0.012,0.097,0.012,0.004,0.002,0.294,0.054,0.139,0.036,0.162,0.078,0.008,0.047,0.012,0.028,0.026000000000000002,0.016,0.198
TCGA-P5-A780-01A,1.0,5.271,41.832,71.193,5.207,1.89,12.061,1.0,4248,LGG,D1D2_ref,0.007,0.031,0.088,0.005,0.007,0.01,0.32,0.029,0.171,0.028,0.123,0.113,0.007,0.022,0.012,0.025,0.038,0.012,0.151
TCGA-QH-A6XC-01A,1.0,7.87,48.967,34.112,3.131,3.009,7.721,1.0,4249,LGG,D1D2_ref,0.015,0.017,0.114,0.011,0.023,0.001,0.3,0.087,0.136,0.043,0.13,0.057,0.012,0.021,0.011,0.023,0.032,0.034,0.173
TCGA-E1-A7YD-01A,1.366,13.194,74.309,30.003,3.111,2.47,8.853,1.0,4250,LGG,D1D2_ref,0.03,0.026,0.113,0.047,0.009,0.0,0.106,0.085,0.155,0.042,0.205,0.056,0.014,0.042,0.013,0.056,0.055999999999999994,0.056,0.247
TCGA-E1-A7YI-01A,1.0,2.56,96.58,38.769,3.703,1.927,16.981,1.0,4251,LGG,D1D2_ref,0.012,0.043,0.1,0.063,0.003,0.001,0.155,0.067,0.154,0.048,0.168,0.038,0.01,0.093,0.031,0.014,0.05499999999999999,0.066,0.21600000000000003
TCGA-DU-8158-01A,4.539,8.559,47.138,113.297,4.823,4.271,14.306,1.0,4252,LGG,D1D2_ref,0.009,0.016,0.11,0.011,0.065,0.001,0.096,0.062,0.105,0.08,0.149,0.087,0.015,0.023,0.065,0.105,0.025,0.076,0.22899999999999998
TCGA-S9-A6WN-01A,1.797,7.411,104.49,56.709,7.026,1.907,39.116,3.011,4253,LGG,D1D2_ref,0.018,0.007,0.11,0.004,0.04,0.001,0.281,0.1,0.083,0.059,0.111,0.04,0.021,0.029,0.066,0.032,0.024999999999999998,0.044,0.16999999999999998
TCGA-HT-7855-01A,1.0,4.409,55.943,39.04,8.832,1.0,8.095,1.0,4254,LGG,D1D2_ref,0.008,0.032,0.088,0.006,0.007,0.002,0.294,0.027,0.148,0.023,0.156,0.088,0.006,0.049,0.019,0.047,0.04,0.013000000000000001,0.179
TCGA-HT-8111-01A,1.753,6.123,31.043,74.218,6.192,1.542,17.633,1.0,4255,LGG,D1D2_ref,0.01,0.018,0.102,0.008,0.023,0.001,0.366,0.046,0.108,0.036,0.104,0.079,0.014,0.023,0.024,0.038,0.027999999999999997,0.031,0.13999999999999999
TCGA-WY-A85C-01A,1.0,4.379,58.399,33.731,5.821,1.228,8.669,1.201,4256,LGG,D1D2_ref,0.009,0.036,0.075,0.011,0.003,0.004,0.41,0.032,0.126,0.023,0.113,0.065,0.008,0.029,0.013,0.043,0.045,0.013999999999999999,0.136
TCGA-CS-6290-01A,1.07,20.508,40.72,120.804,12.561,2.168,22.581,1.0,4257,LGG,D1D2_ref,0.007,0.014,0.12,0.006,0.013,0.002,0.314,0.051,0.09,0.011,0.101,0.174,0.015,0.028,0.022,0.031,0.021,0.019,0.112
TCGA-HT-8114-01A,1.81,8.721,50.781,95.074,13.151,5.834,19.935,1.0,4258,LGG,D1D2_ref,0.006,0.027,0.091,0.01,0.03,0.001,0.138,0.048,0.137,0.039,0.215,0.082,0.009,0.033,0.033,0.1,0.033,0.04,0.254
TCGA-S9-A6TU-01A,1.0,5.123,57.97,79.788,6.974,1.13,12.142,1.0,4259,LGG,D1D2_ref,0.01,0.034,0.087,0.008,0.006,0.003,0.236,0.036,0.132,0.018,0.182,0.152,0.007,0.04,0.012,0.037,0.044000000000000004,0.014,0.19999999999999998
TCGA-HT-7616-01A,11.45,17.207,86.017,70.746,10.243,5.921,9.227,1.0,4260,LGG,D1D2_ref,0.03,0.004,0.072,0.023,0.028,0.001,0.393,0.041,0.128,0.037,0.112,0.04,0.008,0.025,0.026,0.034,0.034,0.051000000000000004,0.149
TCGA-HT-8010-01A,1.064,2.604,44.124,23.481,3.002,1.0,6.271,1.0,4261,LGG,D1D2_ref,0.022,0.008,0.1,0.006,0.031,0.001,0.438,0.067,0.108,0.043,0.066,0.047,0.009,0.023,0.017,0.013,0.03,0.037,0.109
TCGA-DH-A7UU-01A,1.0,5.15,52.842,42.194,6.932,1.0,10.906,1.0,4262,LGG,D1D2_ref,0.009,0.028,0.095,0.025,0.004,0.002,0.288,0.035,0.155,0.028,0.135,0.097,0.008,0.044,0.012,0.036,0.037,0.029,0.163
TCGA-E1-A7Z3-01A,1.026,7.809,63.8,43.758,4.504,1.112,12.233,1.0,4263,LGG,D1D2_ref,0.008,0.019,0.104,0.006,0.035,0.001,0.319,0.062,0.136,0.044,0.113,0.065,0.009,0.02,0.024,0.034,0.027,0.041,0.157
TCGA-E1-A7YM-01A,1.104,4.935,32.73,13.128,1.969,7.222,10.775,1.241,4264,LGG,D1D2_ref,0.017,0.022,0.121,0.012,0.013,0.001,0.304,0.05,0.119,0.049,0.145,0.058,0.012,0.028,0.017,0.031,0.039,0.025,0.194
TCGA-S9-A6WG-01A,5.156,11.4,205.681,95.288,9.179,5.85,23.005,3.838,4265,LGG,D1D2_ref,0.01,0.05,0.071,0.022,0.008,0.001,0.0,0.02,0.213,0.052,0.333,0.047,0.004,0.024,0.036,0.109,0.060000000000000005,0.03,0.385
TCGA-HW-8319-01A,1.0,5.9,28.546,38.99,5.04,1.0,9.942,1.0,4266,LGG,D1D2_ref,0.011,0.026,0.088,0.011,0.027,0.001,0.421,0.047,0.106,0.04,0.063,0.046,0.011,0.017,0.031,0.054,0.037,0.038,0.10300000000000001
TCGA-TM-A84R-01A,1.0,2.344,27.828,13.112,2.39,1.0,4.748,1.282,4267,LGG,D1D2_ref,0.018,0.012,0.134,0.008,0.039,0.001,0.432,0.086,0.096,0.038,0.055,0.02,0.011,0.022,0.02,0.008,0.03,0.047,0.093
TCGA-DH-A66D-01A,1.0,9.895,52.548,114.376,8.843,1.597,19.592,1.0,4268,LGG,D1D2_ref,0.006,0.022,0.083,0.012,0.01,0.001,0.3,0.049,0.123,0.03,0.134,0.084,0.008,0.031,0.026,0.081,0.027999999999999997,0.022,0.164
TCGA-S9-A6WP-01A,1.274,6.418,77.332,63.519,4.43,3.04,6.379,1.0,4269,LGG,D1D2_ref,0.014,0.02,0.087,0.022,0.004,0.002,0.408,0.039,0.122,0.026,0.084,0.096,0.007,0.025,0.014,0.029,0.034,0.026,0.11
TCGA-DU-A7TB-01A,1.0,3.514,38.912,21.67,2.367,1.052,6.052,1.0,4270,LGG,D1D2_ref,0.027,0.023,0.122,0.014,0.012,0.001,0.325,0.082,0.113,0.052,0.125,0.039,0.015,0.022,0.014,0.014,0.05,0.026000000000000002,0.177
TCGA-DB-A64V-01A,1.0,7.167,49.179,87.317,6.753,3.985,8.119,1.0,4271,LGG,D1D2_ref,0.014,0.012,0.099,0.007,0.032,0.001,0.264,0.047,0.12,0.02,0.144,0.143,0.013,0.032,0.014,0.038,0.026000000000000002,0.039,0.16399999999999998
TCGA-HT-8113-01A,1.665,1.975,28.316,11.273,1.892,1.812,7.378,1.0,4272,LGG,D1D2_ref,0.018,0.011,0.116,0.006,0.04,0.001,0.455,0.093,0.089,0.032,0.052,0.022,0.012,0.02,0.024,0.009,0.028999999999999998,0.046,0.08399999999999999
TCGA-HT-7604-01A,1.0,6.25,29.51,60.011,10.342,1.0,8.329,1.0,4273,LGG,D1D2_ref,0.007,0.046,0.084,0.025,0.007,0.002,0.287,0.018,0.114,0.039,0.172,0.076,0.008,0.037,0.015,0.062,0.053,0.032,0.211
TCGA-FG-A711-01A,1.0,4.693,35.769,27.318,3.28,1.0,9.314,6.297,4274,LGG,D1D2_ref,0.008,0.033,0.119,0.004,0.027,0.002,0.238,0.068,0.124,0.038,0.163,0.085,0.01,0.027,0.009,0.045,0.041,0.031,0.201
TCGA-FG-A60L-01A,1.0,12.898,83.185,186.778,10.981,1.859,15.647,1.929,4275,LGG,D1D2_ref,0.014,0.052,0.127,0.015,0.002,0.005,0.05,0.045,0.144,0.031,0.241,0.167,0.013,0.049,0.007,0.038,0.066,0.017,0.272
TCGA-E1-5307-01A,1.0,5.065,26.275,40.079,8.571,1.0,10.346,1.311,4276,LGG,D1D2_ref,0.007,0.019,0.091,0.003,0.037,0.001,0.414,0.052,0.096,0.032,0.072,0.07,0.01,0.031,0.026,0.038,0.026,0.04,0.104
TCGA-DB-5279-01A,1.18,2.078,34.109,24.61,4.16,6.119,10.88,1.13,4277,LGG,D1D2_ref,0.009,0.02,0.083,0.003,0.057,0.002,0.339,0.04,0.12,0.048,0.118,0.036,0.01,0.021,0.026,0.066,0.028999999999999998,0.060000000000000005,0.16599999999999998
TCGA-DU-7018-01A,1.0,1.627,57.383,11.962,4.251,1.0,3.206,1.0,4278,LGG,D1D2_ref,0.016,0.029,0.119,0.008,0.003,0.004,0.416,0.058,0.119,0.045,0.087,0.021,0.006,0.028,0.013,0.028,0.045,0.011,0.132
TCGA-S9-A6TZ-01A,1.806,9.36,51.651,59.034,13.057,1.07,13.193,1.0,4279,LGG,D1D2_ref,0.01,0.012,0.102,0.007,0.014,0.002,0.387,0.02,0.13,0.043,0.085,0.065,0.01,0.03,0.033,0.049,0.022,0.021,0.128
TCGA-HT-A61C-01A,1.329,14.994,89.921,96.53,5.902,6.296,21.603,2.267,4280,LGG,D1D2_ref,0.012,0.033,0.117,0.041,0.002,0.001,0.174,0.077,0.112,0.042,0.206,0.067,0.01,0.068,0.016,0.022,0.045,0.043000000000000003,0.248
TCGA-HT-A5R7-01A,1.228,5.178,32.369,25.022,2.226,1.0,8.707,2.749,4281,LGG,D1D2_ref,0.016,0.012,0.097,0.012,0.035,0.001,0.432,0.079,0.094,0.037,0.073,0.052,0.012,0.017,0.02,0.013,0.028,0.047,0.10999999999999999
TCGA-HW-7495-01A,1.0,2.441,30.087,21.65,4.261,1.0,5.246,1.0,4282,LGG,D1D2_ref,0.012,0.014,0.104,0.004,0.029,0.001,0.373,0.052,0.124,0.046,0.104,0.044,0.01,0.03,0.021,0.032,0.026000000000000002,0.033,0.15
TCGA-HT-7677-01A,1.51,4.255,37.165,34.55,8.578,2.321,8.748,1.191,4283,LGG,D1D2_ref,0.021,0.011,0.101,0.02,0.007,0.001,0.358,0.029,0.125,0.049,0.094,0.039,0.009,0.031,0.037,0.068,0.032,0.027,0.14300000000000002
TCGA-F6-A8O3-01A,1.0,2.717,32.259,15.698,2.97,1.11,4.078,1.0,4284,LGG,D1D2_ref,0.023,0.02,0.105,0.012,0.009,0.002,0.461,0.056,0.094,0.044,0.064,0.044,0.005,0.02,0.008,0.033,0.043,0.020999999999999998,0.108
TCGA-P5-A730-01A,1.0,2.449,56.886,16.817,2.068,1.078,3.189,1.0,4285,LGG,D1D2_ref,0.016,0.022,0.107,0.011,0.002,0.006,0.311,0.057,0.133,0.033,0.164,0.058,0.02,0.041,0.006,0.013,0.038,0.013,0.197
TCGA-DU-A5TY-01A,1.928,12.573,66.295,177.921,11.07,8.629,17.044,3.579,4286,LGG,D1D2_ref,0.012,0.012,0.091,0.009,0.021,0.001,0.284,0.073,0.119,0.031,0.08,0.145,0.016,0.028,0.027,0.052,0.024,0.03,0.111
TCGA-HT-8015-01B,1.094,6.205,34.498,57.196,4.391,1.997,8.364,2.562,4287,LGG,D1D2_ref,0.023,0.012,0.093,0.01,0.042,0.001,0.44,0.092,0.095,0.041,0.048,0.032,0.018,0.017,0.024,0.011,0.035,0.052000000000000005,0.089
TCGA-DU-6393-01A,2.04,2.868,58.051,12.114,2.889,1.805,2.742,1.0,4288,LGG,D1D2_ref,0.026,0.02,0.112,0.021,0.013,0.001,0.411,0.062,0.108,0.044,0.068,0.017,0.004,0.027,0.024,0.042,0.046,0.034,0.112
TCGA-TQ-A7RS-01A,1.0,3.663,60.195,21.06,4.404,1.0,4.952,1.0,4289,LGG,D1D2_ref,0.024,0.022,0.133,0.005,0.003,0.007,0.153,0.042,0.149,0.047,0.207,0.074,0.008,0.059,0.009,0.057,0.046,0.008,0.254
TCGA-E1-A7YU-01A,1.0,4.125,48.652,34.894,4.057,3.181,7.563,1.322,4290,LGG,D1D2_ref,0.009,0.049,0.129,0.006,0.011,0.002,0.127,0.042,0.161,0.049,0.21,0.084,0.008,0.03,0.013,0.071,0.058,0.017,0.259
TCGA-CS-5394-01A,1.0,1.224,46.998,12.284,2.25,1.177,3.343,1.0,4291,LGG,D1D2_ref,0.021,0.031,0.126,0.007,0.009,0.002,0.349,0.067,0.115,0.029,0.134,0.033,0.006,0.03,0.01,0.032,0.052000000000000005,0.016,0.163
TCGA-HT-8018-01A,4.425,10.841,118.47,121.539,7.553,2.916,17.971,4.149,4292,LGG,D1D2_ref,0.016,0.013,0.093,0.014,0.04,0.0,0.346,0.073,0.134,0.05,0.092,0.037,0.012,0.017,0.034,0.028,0.028999999999999998,0.054,0.14200000000000002
TCGA-HT-7482-01A,1.0,7.997,28.274,125.166,15.343,1.0,23.321,1.0,4293,LGG,D1D2_ref,0.01,0.015,0.089,0.012,0.004,0.003,0.345,0.013,0.129,0.027,0.133,0.098,0.011,0.032,0.024,0.055,0.025,0.016,0.16
TCGA-E1-A7YY-01A,1.0,3.901,40.108,36.549,3.267,1.0,9.388,1.33,4294,LGG,D1D2_ref,0.026,0.014,0.133,0.012,0.044,0.001,0.401,0.105,0.086,0.033,0.052,0.028,0.016,0.018,0.027,0.004,0.04,0.055999999999999994,0.08499999999999999
TCGA-DU-A5TR-01A,1.0,13.386,43.018,211.165,4.479,45.508,37.274,1.0,4295,LGG,D1D2_ref,0.008,0.029,0.092,0.013,0.017,0.002,0.139,0.073,0.102,0.011,0.2,0.166,0.009,0.038,0.018,0.084,0.037000000000000005,0.03,0.21100000000000002
TCGA-VM-A8CB-01A,1.278,3.699,56.204,23.744,2.448,2.03,6.153,1.0,4296,LGG,D1D2_ref,0.025,0.023,0.1,0.008,0.006,0.003,0.54,0.037,0.059,0.035,0.057,0.046,0.004,0.035,0.01,0.012,0.048,0.014,0.092
TCGA-E1-5311-01A,1.005,3.582,62.091,18.435,2.588,1.0,5.448,1.0,4297,LGG,D1D2_ref,0.011,0.019,0.118,0.005,0.03,0.002,0.329,0.041,0.152,0.038,0.095,0.051,0.005,0.025,0.019,0.059,0.03,0.034999999999999996,0.133
TCGA-E1-A7Z2-01A,1.0,3.704,45.588,16.454,2.398,10.766,6.778,1.0,4298,LGG,D1D2_ref,0.009,0.034,0.131,0.003,0.039,0.002,0.085,0.082,0.145,0.056,0.233,0.065,0.009,0.024,0.018,0.066,0.043000000000000003,0.042,0.28900000000000003
TCGA-DB-A75P-01A,1.028,4.858,35.56,29.538,3.515,2.226,5.074,1.371,4299,LGG,D1D2_ref,0.012,0.021,0.116,0.005,0.044,0.001,0.299,0.082,0.137,0.045,0.111,0.063,0.01,0.02,0.013,0.02,0.033,0.048999999999999995,0.156
TCGA-TM-A84T-01A,1.0,6.473,47.637,78.055,6.157,1.221,11.255,1.0,4300,LGG,D1D2_ref,0.01,0.024,0.092,0.016,0.002,0.006,0.337,0.027,0.133,0.034,0.107,0.116,0.007,0.04,0.013,0.035,0.034,0.018000000000000002,0.14100000000000001
TCGA-FG-A4MT-01A,1.0,4.872,52.706,59.59,5.924,1.0,8.108,1.0,4301,LGG,D1D2_ref,0.02,0.044,0.132,0.018,0.003,0.002,0.2,0.056,0.121,0.044,0.192,0.079,0.005,0.039,0.008,0.036,0.064,0.020999999999999998,0.236
TCGA-DU-A5TW-01A,1.0,5.712,37.972,50.203,3.852,1.0,10.754,2.77,4302,LGG,D1D2_ref,0.011,0.05,0.115,0.013,0.002,0.003,0.213,0.027,0.135,0.036,0.188,0.078,0.008,0.05,0.015,0.056,0.061,0.015,0.224
TCGA-DU-A6S2-01A,1.367,4.267,31.728,12.491,1.75,2.335,9.133,1.0,4303,LGG,D1D2_ref,0.018,0.009,0.091,0.004,0.04,0.001,0.46,0.064,0.114,0.036,0.061,0.027,0.012,0.023,0.017,0.024,0.026999999999999996,0.044,0.097
TCGA-DU-6395-01A,1.0,5.126,29.589,147.903,6.497,1.0,12.189,1.0,4304,LGG,D1D2_ref,0.01,0.038,0.109,0.009,0.012,0.004,0.145,0.023,0.141,0.033,0.211,0.128,0.008,0.032,0.012,0.085,0.048,0.020999999999999998,0.244
TCGA-FG-8189-01B,1.0,1.767,20.821,10.543,1.375,1.0,5.378,4.962,4305,LGG,D1D2_ref,0.023,0.012,0.142,0.012,0.046,0.001,0.438,0.097,0.072,0.033,0.041,0.015,0.013,0.02,0.031,0.005,0.035,0.057999999999999996,0.07400000000000001
TCGA-CS-4941-01A,3.388,20.995,78.354,97.957,9.318,6.195,21.227,1.0,4306,LGG,D1D2_ref,0.021,0.017,0.08,0.023,0.033,0.0,0.372,0.061,0.092,0.043,0.068,0.065,0.02,0.019,0.041,0.047,0.038000000000000006,0.056,0.111
TCGA-HT-7684-01A,1.0,5.063,63.682,74.497,2.952,1.0,10.25,1.0,4307,LGG,D1D2_ref,0.023,0.051,0.158,0.002,0.007,0.011,0.0,0.038,0.189,0.028,0.248,0.139,0.015,0.045,0.006,0.039,0.074,0.009000000000000001,0.276
TCGA-RY-A83Z-01A,1.0,5.676,41.729,92.848,5.058,1.378,12.704,1.458,4308,LGG,D1D2_ref,0.015,0.06,0.104,0.009,0.002,0.003,0.288,0.075,0.081,0.035,0.13,0.106,0.01,0.051,0.005,0.025,0.075,0.011,0.165
TCGA-S9-A6U9-01A,1.0,7.517,93.999,104.226,11.186,1.372,20.298,1.0,4309,LGG,D1D2_ref,0.012,0.012,0.091,0.009,0.014,0.002,0.135,0.024,0.198,0.024,0.211,0.131,0.014,0.034,0.021,0.07,0.024,0.023,0.235
TCGA-DB-A4XH-01A,1.0,1.576,37.332,9.221,1.943,1.0,2.269,1.0,4310,LGG,D1D2_ref,0.012,0.018,0.108,0.002,0.012,0.017,0.261,0.05,0.171,0.036,0.157,0.06,0.008,0.04,0.01,0.041,0.03,0.014,0.193
TCGA-HT-7881-01A,1.0,2.895,19.984,11.35,1.632,1.137,4.484,2.348,4311,LGG,D1D2_ref,0.008,0.013,0.096,0.002,0.036,0.001,0.469,0.076,0.078,0.04,0.069,0.043,0.015,0.02,0.02,0.014,0.020999999999999998,0.038,0.10900000000000001
TCGA-HW-7491-01A,1.0,2.544,48.251,18.474,1.664,1.0,7.374,1.0,4312,LGG,D1D2_ref,0.019,0.017,0.119,0.004,0.015,0.003,0.325,0.039,0.124,0.03,0.149,0.052,0.006,0.024,0.016,0.059,0.036000000000000004,0.019,0.179
TCGA-DB-A64Q-01A,1.3,4.331,20.084,28.246,1.7,1.0,8.658,1.0,4313,LGG,D1D2_ref,0.022,0.013,0.123,0.01,0.008,0.001,0.345,0.049,0.089,0.042,0.148,0.059,0.01,0.024,0.014,0.042,0.034999999999999996,0.018000000000000002,0.19
TCGA-DU-6542-01A,1.205,8.689,37.326,101.304,8.506,2.329,23.854,1.759,4314,LGG,D1D2_ref,0.007,0.021,0.087,0.005,0.033,0.001,0.403,0.058,0.084,0.033,0.099,0.064,0.008,0.018,0.021,0.059,0.028,0.038,0.132
TCGA-S9-A6WL-01A,1.0,2.845,88.362,21.996,2.826,1.0,5.635,1.36,4315,LGG,D1D2_ref,0.021,0.022,0.115,0.013,0.029,0.001,0.308,0.057,0.148,0.064,0.112,0.03,0.011,0.018,0.028,0.023,0.043,0.042,0.176
TCGA-S9-A6TV-01A,1.338,19.438,66.816,215.213,8.618,13.022,33.694,1.419,4316,LGG,D1D2_ref,0.005,0.014,0.075,0.03,0.004,0.001,0.337,0.047,0.084,0.017,0.132,0.091,0.019,0.048,0.039,0.056,0.019,0.034,0.14900000000000002
TCGA-S9-A6WQ-01A,1.0,6.814,43.306,96.847,9.258,1.771,13.6,1.0,4317,LGG,D1D2_ref,0.009,0.027,0.106,0.011,0.007,0.003,0.295,0.034,0.128,0.025,0.134,0.13,0.007,0.031,0.014,0.038,0.036,0.018,0.159
TCGA-HT-7472-01A,1.391,7.316,28.117,102.26,9.803,1.576,11.783,1.0,4318,LGG,D1D2_ref,0.008,0.014,0.082,0.012,0.016,0.001,0.416,0.042,0.088,0.023,0.104,0.079,0.009,0.024,0.018,0.063,0.022,0.028,0.127
TCGA-E1-A7YE-01A,1.649,6.77,66.952,248.024,6.913,2.065,83.444,1.184,4319,LGG,D1D2_ref,0.007,0.021,0.098,0.013,0.02,0.001,0.175,0.058,0.135,0.028,0.167,0.099,0.01,0.037,0.035,0.098,0.028,0.033,0.195
