,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
TIMP1,-0.152148,-0.121345,-0.140932,-0.147359,0,-0.0643977,0,0,0.755308,0,-0.0681748,-0.0889956,-0.141972,0,-0.140534,0.423289
TIMP2,-0.191101,-0.119075,-0.191372,-0.191304,0,-0.120451,0,0,0.667,0,0.278336,-0.191464,-0.191791,0,-0.191369,0.0276042
TIMP3,-0.133673,-0.129412,-0.133455,-0.133525,0,-0.127821,0.598146,0,0.549774,0.421772,-0.125422,-0.021702,-0.133057,0,-0.135068,-0.126407
TIMP4,-0.0798655,-0.0703623,-0.0719823,-0.0758353,0,-0.0695853,0,0,0,0.425085,-0.0135679,-0.0684696,-0.0765257,0,-0.0769081,-0.00818242
TINAGL1,-0.0996205,-0.0984054,-0.104088,-0.106003,0,-0.0936516,0,0,0,0.91103,-0.0982866,-0.07058,-0.101259,0,-0.105573,-0.0948048
TINF2,0.157657,-0.0188445,0.264387,0.0946426,0,-0.152598,0,0,0,0,-0.242423,0.0214626,0.396939,0,-0.07281,-0.187565
TIPARP,-0.303261,-0.213148,-0.145908,0.212009,0,0.00157667,0,0,0,0,0.0245628,0.482288,-0.0492642,0,-0.0874431,0.00344111
TIPIN,0.434767,-0.106639,0.263778,0.0123765,0,0.130268,0,0,0,0,-0.150811,-0.225218,0.0361149,0,0.374925,-0.0241542
TIPRL,-0.189612,-0.158149,0.312038,0.00910633,0,-0.0719349,0,0,0,0,-0.00981419,0.156296,0.196018,0,-0.13622,-0.126913
TISP43,-0.0372936,-0.085225,0.0637909,-0.116307,0.632932,0.158361,0,0,0,0,0.0484698,-0.117023,0.105649,0,-0.123839,0.0746591
TJP1,-0.139538,-0.128728,-0.136858,-0.138285,0,-0.130162,0.765743,0,0,0,-0.109117,-0.101738,-0.138656,0,-0.139624,-0.126027
TJP2,-0.140279,-0.119514,-0.124527,-0.159747,0,-0.0391318,0.747853,0,0,0,-0.0808694,-0.0800233,-0.148968,0,-0.145938,0.0528993
TJP3,-0.0595169,-0.122138,-0.0329303,-0.00867163,0,-0.0896448,0,0.721985,0,0,-0.112631,-0.093586,-0.013311,0,0.0813346,-0.11385
TK1,0.135143,-0.112951,-0.0233128,-0.140598,0.462696,-0.0043634,0,0.656391,0,0,0.0423686,-0.146306,-0.0963266,0,-0.154193,-0.139321
TK2,-0.316835,0.0336912,-0.134538,-0.220264,0,-0.0225173,0,0,0,0,0.430182,0.326415,-0.125499,0,-0.241233,0.125296
TKT,-0.0917405,-0.118844,-0.104565,-0.135715,0,-0.0225419,0,0,0,0,0.0220011,-0.1348,-0.131634,0.835283,-0.120486,0.430164
TKTL1,-0.0876885,-0.0912412,-0.0571257,-0.0643454,0,-0.0550303,0,0,0,0,-0.0602637,-0.091521,0.598791,0,0.00130556,0.0483348
TLCD1,-0.0872801,-0.0270078,-0.059756,-0.0658538,0,0.0238417,0,0.890285,0,0,-0.0899437,-0.0393549,-0.0883263,0,-0.0534494,-0.0749871
TLDC2,-0.114046,-0.0998245,0.235948,-0.105068,0,-0.0649111,0,0,0,0,-0.0754254,0.665338,0.00283018,0,-0.101649,-0.0890756
TLE1,0.132853,0.248506,-0.224229,-0.174648,0,-0.164757,0,0,0,0.579578,-0.186864,-0.203369,0.171336,0,-0.195871,-0.204435
TLE2,-0.137011,-0.128748,-0.108005,-0.129198,0,-0.127671,0,0,0,0.547729,-0.128886,-0.145908,-0.0943193,0,-0.096969,-0.130107
TLE3,-0.0281027,-0.0749565,-0.0679971,-0.0413198,0,-0.0608659,0,0,0,0,-0.0647566,-0.0324807,-0.091089,0.977409,-0.090553,-0.000886102
TLE4,-0.103426,0.0254755,-0.12446,0.0971152,0,-0.199991,0,0,0,0,-0.114839,-0.0363746,0.337594,0,0.112801,0.188452
TLK1,0.00225037,0.154789,0.609654,0.0301049,0,-0.171657,0,0,0,0,-0.195018,0.0426949,-0.0641049,0,0.069737,-0.266232
TLL1,-0.0704489,-0.0659924,-0.0661441,-0.0683412,0,-0.0612896,0.910074,0,0,0,-0.0644823,-0.0656536,-0.070939,0,-0.0694566,-0.0547418
TLL2,-0.0717603,0.387123,-0.0695798,-0.098254,0,-0.0463098,0,0,0,0,-0.0551844,-0.0966931,-0.05849,0,-0.0848432,-0.0722284
TLN1,-0.170754,-0.261137,-0.120465,-0.100999,0,-0.0595458,0,0,0,0,0.216158,-0.153496,0.0380944,0.819241,-0.190128,0.0444374
TLN2,-0.136768,-0.135057,-0.137629,-0.136783,0,-0.0680975,0,0,0,0,0.704799,-0.11339,-0.135805,0,-0.136189,-0.0967318
TLR1,-0.0380604,-0.0802525,-0.0992258,-0.104698,0,-0.0167876,0,0,0,0,0.149803,-0.112441,-0.0714,0.940298,-0.0915475,0.0464558
TLR10,0.839978,-0.0523858,-0.113332,-0.11723,0,0.137421,0,0,0,0,-0.00861937,-0.118625,-0.11442,0,-0.117488,-0.0888911
TLR2,-0.112184,-0.109169,-0.111425,-0.114335,0,-0.00490069,0,0,0,0,0.197558,-0.114229,-0.112114,0.889373,-0.111556,0.243125
TLR3,-0.148681,-0.126916,-0.130781,-0.0280268,0,0.101588,0,0,0,0,0.787027,-0.128359,-0.0416834,0,-0.110561,-0.132916
TLR4,-0.101468,-0.102708,-0.104914,-0.107459,0,-0.0670563,0,0,0,0,0.160058,-0.0961045,-0.105022,0.931199,-0.105572,0.130267
TLR5,-0.121832,-0.120284,-0.102038,-0.123204,0,0.0224095,0,0,0,0,0.287779,-0.124129,-0.113754,0.857207,-0.108352,0.0914681
TLR6,-0.0214534,-0.0602467,-0.0856828,-0.0913914,0,-0.0504942,0,0,0,0,0.0517217,-0.0854874,-0.0836714,0.961457,-0.0858972,-0.00990382
TLR7,0.0360386,-0.0548479,-0.116935,-0.120465,0,0.29279,0,0,0,0,0.796006,-0.122795,-0.122249,0,-0.119787,0.207612
TLR8,-0.0862659,-0.0842167,-0.0858992,-0.0883675,0,-0.0501296,0,0,0,0,-0.000114905,-0.0889507,-0.0859357,0.959409,-0.0856396,0.124389
TLR9,-0.0640453,-0.00784594,0.356246,-0.0800119,0.663117,-0.0905324,0,0,0,0,-0.0748529,-0.0914823,-0.00684147,0,-0.072207,-0.0908191
TM2D3,-0.115374,-0.183439,0.441971,-0.00948974,0,-0.250783,0,0,0,0,-0.182165,-0.0954514,0.0837092,0,-0.123256,-0.158768
TM4SF1,-0.101327,-0.0943514,-0.100039,-0.0979672,0,-0.090192,0.933563,0,0,0,-0.0940789,-0.100296,-0.0998545,0,-0.100602,-0.0876086
TM4SF18,-0.0697012,-0.065045,-0.0676418,-0.0695654,0,-0.0665063,0.987199,0,0,0,-0.0661371,-0.0677585,-0.0688686,0,-0.070238,-0.0629275
TM4SF19,-0.0753156,-0.0546587,-0.0522671,-0.0725994,0,-0.0441331,0,0,0,0,0.241921,-0.0820786,0.41256,0,-0.0854322,0.116153
TM4SF19-TCTEX1D2,-0.0548709,-0.0644599,0.0604515,-0.0617356,0,-0.0536433,0,0,0,0,0.0322679,-0.0647212,0.423863,0,-0.0633955,-0.0606959
TM4SF4,-0.0665173,-0.0860814,-0.0768975,-0.0778301,0,-0.0480706,0,0.8459,0,0,-0.064486,-0.0901311,-0.0780969,0,-0.0687962,-0.0745664
TM4SF5,-0.0628901,-0.0632577,-0.0629673,-0.071569,0,-0.0411226,0,0.761359,0,0,-0.0574002,-0.0701246,-0.0555626,0,-0.0668052,-0.0618309
TM6SF1,-0.177843,-0.171948,-0.174487,-0.178403,0,0.212944,0,0,0,0,0.62378,0.176274,-0.0470835,0,-0.187914,0.0301777
TM6SF2,-0.0687499,-0.0676006,-0.06326,-0.0683692,0,-0.0578842,0,0,0.656156,0,-0.064123,-0.0673478,-0.06679,0,-0.0680261,-0.0633807
TM7SF2,-0.0475549,0.341193,-0.0821765,-0.0552282,0,-0.0709272,0,0.792452,0,0,-0.0924794,0.0443296,-0.0289939,0,-0.0790788,-0.16444
TM9SF2,-0.248783,0.353861,0.000556142,-0.256952,0,-0.0143292,0,0,0,0,0.0303916,-0.182047,-0.196039,0,-0.307108,0.0121492
TM9SF4,-0.203556,0.368089,-0.0800544,-0.1263,0,-0.131163,0,0,0,0,0.0975912,-0.200985,-0.0990533,0,-0.191711,0.189747
TMA7,-0.0848833,-0.122297,0.244319,0.248148,0.475638,-0.0239649,0,0,0,0,-0.37069,-0.174258,0.387407,0,0.129959,-0.127496
TMBIM4,-0.016707,0.115216,0.404699,0.0135664,0,0.0219209,0,0,0,0,0.281748,0.0392717,0.0665831,0,-0.0576356,0.0768188
TMBIM6,-0.21102,0.742847,0.0853974,-0.160155,0,-0.066937,0,0,0,0,0.136863,-0.245853,-0.0805686,0,-0.222226,-0.086919
TMC2,-0.0179746,-0.0685708,0.104211,-0.0897789,0.680486,0.0678757,0,0,0,0,-0.0120147,-0.094289,0.0143277,0,-0.0966459,-0.0491638
TMC4,-0.13226,-0.118661,-0.13124,-0.118901,0,-0.0767295,0,0.773144,0,0,-0.0828838,-0.0182492,-0.070344,0,-0.124045,-0.0341682
TMC5,-0.0589153,-0.0704956,-0.0744394,-0.0746841,0,-0.061354,0,0.910774,0,0,-0.0673402,-0.0641048,-0.0757284,0,-0.0726739,-0.0701186
TMC6,0.16308,-0.137609,0.354707,0.28944,0,-0.0663456,0,0,0,0,-0.0396332,-0.170686,0.328375,0,0.167784,-0.129714
TMC7,-0.0883679,-0.104615,-0.0965707,-0.11168,0,-0.0817679,0.783694,0,0,0,0.0364806,-0.103479,-0.104041,0,-0.108857,-0.0968645
TMC8,0.131858,-0.233304,0.274936,0.30399,0,-0.0581154,0,0,0,0,-0.129672,0.0209242,0.3382,0,0.298393,-0.101849
TMCC1,-0.115008,-0.0745666,-0.0904965,-0.09934,0,-0.0841022,0,0,0,0,0.0126174,-0.104232,-0.0878551,0.913716,-0.100468,-0.0655553
TMCC3,-0.105487,-0.12574,-0.133885,-0.122639,0,-0.0157719,0,0,0,0,0.0641972,-0.109836,-0.0720727,0.824992,-0.132862,-0.0337909
TMCO1,-0.245674,0.118046,0.362128,0.0266887,0,-0.144169,0,0,0,0,-0.0519428,-0.170129,0.180319,0,-0.124833,-0.215444
TMED10,-0.191963,0.897073,-0.0370795,-0.124571,0,-0.00752427,0,0,0,0,0.0760362,-0.068301,-0.0488025,0,-0.153368,-0.1205
TMED2,-0.255353,0.746718,-0.0234496,-0.117401,0,-0.0757401,0,0,0,0,-0.13432,0.0617679,0.0161959,0,-0.191206,-0.191109
TMED3,-0.167088,0.209681,0.0430498,-0.117129,0,0.0284217,0,0.625771,0,0,-0.0469754,-0.0719711,-0.0595835,0,-0.172026,-0.173967
TMED4,-0.149441,0.766726,0.0697859,-0.00737284,0,-0.136874,0,0,0,0,-0.106874,-0.096597,0.0492039,0,-0.0853116,-0.246898
TMED5,-0.176784,0.680075,-0.0418428,-0.081748,0,-0.0746104,0,0,0,0,0.330426,-0.0955521,-0.0217021,0,-0.162592,0.204498
TMED7-TICAM2,-0.0793913,-0.0770765,0.202228,-0.0686264,0.428746,0.0547265,0,0,0,0,0.0176755,-0.0876407,0.0196658,0,-0.082005,-0.0449674
TMED8,0.504361,-0.14239,0.145519,-0.203714,0,-0.0961794,0,0,0,0,0.0243842,-0.0942291,-0.189181,0,-0.145361,0.0324608
TMED9,-0.150499,0.894481,0.018924,-0.131596,0,-0.0291765,0,0,0,0,-0.00412781,-0.108551,-0.0199616,0,-0.166888,-0.164918
TMEFF2,-0.0870921,-0.0841273,-0.0823868,-0.0663923,0,-0.075361,0,0.818534,0,0,-0.0625915,0.175972,-0.0720665,0,-0.0764587,-0.0819089
TMEM100,-0.110069,-0.112065,-0.117605,-0.112864,0,-0.109455,0,0,0.584755,0.486864,-0.0971552,-0.10582,-0.104993,0,-0.114436,-0.112933
TMEM101,-0.0901128,0.317847,0.16137,-0.0797984,0,-0.0269762,0,0,0,0,-0.0532892,-0.106926,0.0443936,0,-0.0790075,-0.148274
TMEM106A,0.130058,-0.1082,-0.106683,-0.0960117,0,0.253707,0,0,0,0,0.477243,0.0795833,-0.0597969,0,-0.14725,0.226258
TMEM106C,-0.0894271,-0.0396412,0.153351,-0.0766177,0.414605,-0.1794,0,0.679648,0,0,-0.119168,-0.136887,0.0135368,0,-0.107737,-0.216894
TMEM107,0.0669155,0.401395,-0.163463,-0.102089,0,0.0921498,0,0,0,0,0.309859,-0.0150585,0.0520649,0,-0.110513,0.367086
TMEM108,-0.094631,-0.0679781,-0.0257027,-0.0866904,0,-0.105401,0,0,0,0.752885,-0.0928711,0.162641,-0.109042,0,-0.0873432,-0.104208
TMEM119,-0.098981,-0.0973025,-0.0982909,-0.0937471,0,-0.0833501,0,0,0.887625,0,0.322813,-0.0970666,-0.0999531,0,-0.0970399,-0.0980777
TMEM120A,-0.191233,-0.0573617,0.375843,-0.0246773,0,-0.127591,0,0,0,0,-0.0394354,0.0739227,0.00518173,0,-0.0952548,0.194542
TMEM120B,-0.0411166,-0.0739244,0.253481,0.243519,0.478218,0.0794865,0,0,0,0,-0.191684,-0.130567,0.43683,0,0.0535771,-0.192117
TMEM123,0.141294,-0.271894,0.227911,-0.153381,0,-0.00737011,0,0,0,0,-0.0186739,-0.388144,-0.17902,0,0.559288,0.0767184
TMEM125,-0.0852693,0.0418229,-0.0914476,-0.0814081,0,-0.0829533,0,0.854228,0,0,-0.0820582,0.00781494,-0.0659552,0,-0.082935,-0.0879472
TMEM127,-0.164782,-0.150712,-0.10401,-0.12475,0,-0.0391081,0,0,0,0,0.0769485,-0.133446,-0.111659,0.855976,-0.158644,0.127952
TMEM130,-0.0766239,-0.0829397,-0.0618645,-0.0769467,0,-0.0396638,0,0,0.796665,0,-0.052585,-0.0733221,-0.0657106,0,-0.0784373,-0.052921
TMEM132E,-0.0678998,-0.0643929,-0.0686182,-0.0630541,0,-0.0085814,0,0,0,0.55548,-0.0440682,-0.0568297,-0.0260365,0,-0.0502626,-0.0660619
TMEM133,-0.0764417,-0.0766133,-0.0944706,-0.0919039,0,-0.0833213,0,0,0,0.795853,-0.082256,-0.0798229,-0.0869087,0,-0.0909622,-0.0750084
TMEM134,0.0815976,0.395122,0.211792,-0.0287843,0,-0.0855901,0,0,0,0,-0.0408753,0.0751979,0.006552,0,-0.120243,-0.208727
TMEM136,-0.157136,-0.140995,-0.0400318,-0.147558,0,-0.0567318,0,0,0,0.612462,-0.143056,-0.0345977,-0.158647,0,-0.148276,-0.154377
TMEM139,-0.0795347,-0.0872379,-0.0370106,-0.0803839,0,-0.0677882,0,0.642957,0,0,-0.0696887,-0.106216,-0.0928222,0,-0.0690945,-0.0734165
TMEM140,-0.097991,0.12185,0.141358,-0.0959922,0,-0.169333,0,0,0,0,-0.0444053,-0.176042,-0.0478902,0.844467,-0.110062,-0.144393
TMEM141,-0.184614,-0.0584225,-0.0727349,-0.123017,0,-0.0311018,0,0.799587,0,0,-0.0450956,0.147919,0.0308881,0,-0.156353,-0.0787531
TMEM144,-0.164724,-0.137697,-0.158103,-0.162367,0,0.15937,0,0,0,0,0.620709,-0.103346,-0.162428,0,-0.159441,0.232785
TMEM147,-0.191492,0.494517,-0.103425,-0.158414,0,-0.0289516,0,0.631825,0,0,0.046483,-0.0314449,-0.124607,0,-0.18357,-0.121451
TMEM150B,-0.0883491,0.170403,-0.0496573,-0.0730893,0,0.0205417,0,0,0,0,0.354144,-0.105752,-0.0835203,0,-0.0879151,0.345948
TMEM150C,-0.128203,-0.126375,-0.123291,-0.128731,0,-0.0566199,0.812332,0,0,0,-0.109398,0.261938,-0.124324,0,-0.1296,-0.11567
TMEM154,-0.00112155,-0.07811,-0.0316293,-0.0791275,0,-0.0842204,0,0,0,0,-0.0905397,0.0403551,-0.0896508,0.982564,-0.0744538,-0.0354594
TMEM155,-0.0748368,-0.0732477,-0.0115856,0.6749,0,-0.0739606,0,0,0,0,-0.076756,-0.077664,-0.0650387,0,-0.0679745,-0.0705491
TMEM156,0.539671,0.501848,0.130631,0.0016685,0,-0.0514889,0,0,0,0,0.0454743,-0.217745,0.000716489,0,0.0542406,-0.204122
TMEM158,-0.096724,-0.0863545,-0.0932068,-0.0888361,0,-0.0823484,0,0,0.77529,0,-0.00786584,-0.0868907,-0.0878776,0,-0.0913793,0.0110413
TMEM163,0.0582924,-0.0913481,-0.118168,-0.118932,0,0.122692,0,0,0,0,0.681483,-0.130427,-0.0374907,0,-0.123484,-0.0933743
TMEM164,-0.125455,-0.116892,-0.112453,-0.0926861,0,-0.0427927,0,0,0,0,-0.00701775,-0.0348042,-0.0846664,0.851237,-0.118729,0.114398
TMEM167A,-0.298405,0.262153,0.00297826,-0.194827,0,0.0417167,0,0,0,0,0.118258,-0.196349,-0.140225,0,-0.276562,0.620185
TMEM170B,-0.131914,-0.118692,-0.137141,-0.131683,0,0.0634449,0,0,0,0,0.175556,-0.119421,-0.127055,0,-0.128189,0.654145
TMEM173,-0.282245,-0.255947,0.659969,-0.0422754,0,-0.110152,0,0,0,0,-0.0732681,-0.121367,0.00512026,0,0.176369,-0.0732906
TMEM176A,-0.214356,-0.191524,-0.207815,-0.206579,0,0.239564,0,0,0.539079,0,0.473039,0.152263,-0.214084,0,-0.212978,0.210185
TMEM176B,-0.198417,-0.17842,-0.193943,-0.19398,0,0.164412,0,0,0,0,0.593188,0.388685,-0.200212,0,-0.199414,0.232187
TMEM178A,-0.087906,-0.0633681,-0.0893654,-0.0743704,0,-0.0718533,0.51244,0,0,0,-0.0112901,-0.0648872,-0.0787332,0,-0.084626,-0.0799447
TMEM179B,-0.270449,0.312831,0.243311,-0.127466,0,-0.0493712,0,0,0,0,0.00998648,-0.14791,0.0689182,0,-0.283608,-0.0775535
TMEM181,-0.283948,-0.180189,-0.167284,0.135521,0,-0.195677,0.531,0,0,0,-0.0566499,-0.0333512,0.299149,0,-0.0650674,-0.131501
TMEM184A,-0.0736974,-0.00914663,-0.0746084,-0.0821557,0,-0.0747236,0,0.771863,0,0,-0.0594745,-0.0369097,-0.0648727,0,-0.0711307,-0.0821299
TMEM184B,-0.223707,0.209407,-0.141423,-0.158455,0,-0.0799894,0.628491,0,0,0,-0.145526,-0.214042,-0.0217616,0,-0.156861,-0.159683
TMEM187,-0.0502775,0.0720841,0.328747,0.00978468,0,-0.0854133,0,0,0,0,-0.0196925,-0.135168,0.0276747,0,0.0490198,-0.0951527
TMEM189-UBE2V1,-0.0921752,-0.0980186,0.41258,-0.099534,0.727576,-0.0505977,0,0,0,0,-0.080958,-0.107415,0.0950598,0,-0.0928673,-0.0920767
TMEM19,0.256911,0.81568,-0.108388,-0.102,0,0.0307446,0,0,0,0,0.0960654,-0.0957536,-0.0350617,0,-0.13811,-0.0994662
TMEM192,0.12542,-0.0619409,-0.120737,-0.107468,0,-0.0102619,0,0,0,0,0.192956,0.327248,0.0375422,0,-0.112151,-0.0961486
TMEM2,-0.0663817,-0.250706,0.113181,0.311744,0,-0.239361,0.549852,0,0,0,-0.209866,-0.279159,0.338365,0,-0.000614341,-0.0954713
TMEM200A,-0.128743,-0.0985948,0.0653684,0.211696,0.426905,-0.139226,0,0,0.560917,0,-0.1488,-0.15564,-0.0310016,0,0.059074,-0.147718
TMEM200B,-0.100271,-0.0990504,-0.0741207,-0.109672,0,-0.102068,0,0,0.622819,0.568136,-0.0999825,-0.107662,-0.0700231,0,-0.109281,-0.104148
TMEM200C,-0.0869562,-0.0571533,-0.087189,-0.0847874,0,-0.0844624,0,0,0.453915,0,0.0394745,-0.0839464,-0.0869293,0,-0.0861992,-0.0830677
TMEM204,-0.133431,-0.133162,-0.0865823,-0.086654,0,-0.130089,0.825976,0,0,0,-0.131919,-0.138821,-0.089008,0,-0.0259397,-0.131771
TMEM205,-0.20331,0.640995,-0.0602958,-0.221603,0,-0.139285,0,0,0,0,-0.0421644,-0.0590536,-0.166889,0,-0.249426,0.0195982
TMEM208,-0.167668,0.878961,0.00179029,-0.124782,0,-0.0774333,0,0,0,0,-0.0358531,-0.120959,-0.0600295,0,-0.176299,-0.104253
TMEM214,-0.150002,0.726488,-0.0802337,-0.148186,0,-0.10715,0,0,0,0,-0.0454205,-0.0788958,-0.0623602,0,-0.186744,-0.12924
TMEM216,0.0286901,-0.123387,0.373408,-0.0596149,0,-0.169034,0,0,0,0,-0.182039,0.0475548,0.1973,0,-0.0597174,-0.174346
TMEM219,-0.302317,0.161199,0.035343,-0.221307,0,0.134603,0,0,0,0,0.310214,0.194982,-0.2039,0,-0.226724,0.130151
TMEM220,-0.11897,0.134478,-0.160917,-0.158059,0,-0.0720012,0,0,0,0,0.118542,0.842807,-0.109004,0,-0.136797,-0.118349
TMEM229B,-0.110397,-0.185934,0.134787,0.113622,0,0.0351122,0,0,0,0,-0.00526458,-0.0763625,0.344063,0,0.00732802,0.0466029
TMEM233,-0.085217,-0.0830717,-0.0851195,-0.0875763,0,-0.085157,0,0,0,0,-0.0826038,0.917029,-0.0834209,0,-0.089029,-0.0829728
TMEM236,-0.0752666,-0.075865,-0.0279335,-0.0217135,0,0.0965638,0,0,0,0,0.599314,-0.0861262,-0.0506508,0,-0.0716358,0.09179
TMEM237,-0.167972,-0.0916179,-0.0988249,-0.0986916,0,-0.0846953,0,0,0.446473,0,-0.0549899,-0.176263,-0.0729388,0,-0.140787,-0.171214
TMEM238,-0.118889,0.873754,-0.0783507,-0.0191548,0,-0.107332,0,0,0,0,-0.10197,-0.0895315,-0.0506493,0,0.00518181,-0.114715
TMEM243,0.586979,0.363206,0.162785,0.0319562,0,-0.0746357,0,0,0,0,-0.167365,-0.253761,0.00616805,0,0.131998,-0.18442
TMEM244,-0.0702031,0.0100035,0.325053,0.065172,0,-0.0681952,0,0,0,0,-0.0774332,-0.0789838,0.00589707,0,-0.00676174,-0.0722841
TMEM245,-0.198486,-0.232957,0.00765403,0.0428445,0,-0.188889,0.544516,0,0,0,-0.0346522,0.10628,-0.0883525,0,0.031215,-0.145699
TMEM251,-0.108588,-0.213531,-0.0567207,-0.153293,0,-0.0634802,0,0,0,0,0.493369,0.262527,-0.0644404,0,-0.174132,0.130435
TMEM255B,-0.109555,-0.103304,-0.115267,-0.115674,0,-0.0551974,0.853396,0,0,0,0.0716872,0.369192,-0.115617,0,-0.11639,-0.0521948
TMEM256,0.0287714,0.622867,-0.0121432,-0.105428,0,0.0375404,0,0,0,0,-0.0807575,0.115789,-0.0863854,0,-0.174261,-0.0337449
TMEM256-PLSCR3,-0.109846,-0.120188,0.246306,-0.101232,0.566592,-0.0524204,0,0,0,0,-0.11626,-0.136225,0.0884109,0,-0.0560001,-0.0420403
TMEM258,-0.181016,0.903873,0.0119855,-0.120806,0,-0.00328184,0,0,0,0,-0.0912048,-0.0181226,-0.0685068,0,-0.141039,-0.0481501
TMEM26,-0.0787795,-0.0736055,-0.0782519,-0.0691177,0,-0.0488518,0,0,0,0,0.346781,-0.0825133,0.0106704,0,-0.0734324,-0.0799068
TMEM261,0.266662,-0.156443,0.367827,-0.0428916,0,-0.0446943,0,0,0,0,-0.196764,-0.0650781,0.0457906,0,0.0452575,-0.195613
TMEM263,-0.091865,0.354475,0.261428,0.0801247,0,-0.154392,0,0,0,0,-0.0835607,-0.0668431,0.134985,0,-0.00770251,-0.262716
TMEM30B,-0.121718,-0.116651,-0.105984,-0.076489,0,-0.114229,0,0.791046,0,0,-0.12094,0.0734857,-0.083364,0,-0.0288296,-0.115029
TMEM37,-0.129289,-0.0680702,-0.138784,-0.139225,0,-0.1055,0,0,0,0,0.627378,-0.133171,-0.146452,0,-0.137424,-0.137613
TMEM38B,-0.00560932,-0.0253991,-0.134958,-0.131019,0,-0.0332841,0,0,0,0.878186,0.0704358,-0.0195434,-0.0682304,0,-0.0903494,-0.0549764
TMEM39A,-0.178983,0.746103,-0.0948937,0.00815387,0,0.0372279,0,0,0,0,-0.00784112,-0.0994038,-0.0567869,0,-0.151287,-0.0810577
TMEM44,-0.108848,-0.118271,-0.114753,-0.109624,0,-0.102157,0.617912,0,0,0,-0.0980142,0.638948,-0.105184,0,-0.133235,-0.126757
TMEM45A,-0.127281,0.207405,-0.11761,-0.13283,0,-0.0904915,0,0,0.911457,0,-0.0578572,-0.0824666,-0.11505,0,-0.133841,-0.0799478
TMEM45B,-0.0973419,-0.10178,-0.102909,-0.103881,0,-0.0838087,0,0.765878,0,0,-0.0775488,0.0530508,-0.0957937,0,-0.0136855,-0.0701639
TMEM47,-0.123026,-0.118088,-0.12403,-0.123551,0,-0.120762,0.580419,0,0,0.647884,-0.115692,-0.119509,-0.122044,0,-0.125237,-0.115336
TMEM50A,-0.442247,-0.249587,0.34458,0.060147,0.52919,-0.0294921,0,0,0,0,-0.0550702,-0.117386,0.174175,0,-0.243204,-0.0372689
TMEM51,-0.170667,-0.142098,-0.168674,-0.174891,0,0.224157,0,0,0,0,0.740054,-0.17655,-0.176217,0,-0.173332,0.194074
TMEM52,-0.085911,0.693892,-0.0916495,-0.0543474,0,-0.0833504,0,0,0,0,-0.0861112,-0.0689618,-0.0705343,0,-0.0904594,-0.0784923
TMEM52B,-0.102315,-0.105936,-0.11334,-0.124969,0,0.19888,0,0,0,0,0.648546,-0.0379878,-0.111407,0,-0.117987,0.215591
TMEM54,-0.108902,-0.0850806,-0.113726,-0.114528,0,-0.0991253,0,0.898394,0,0,-0.0871093,-0.0928591,-0.110353,0,-0.109161,-0.102838
TMEM55A,-0.0966292,-0.041768,-0.0531123,-0.142839,0,-0.0513125,0,0,0,0,-0.0934596,-0.0285576,-0.126484,0.915576,-0.0875134,-0.00565013
TMEM55B,0.50093,0.0505293,0.0124694,0.0208409,0,0.0516026,0,0,0,0,-0.162454,-0.0934479,0.0896255,0,0.0414566,-0.138648
TMEM56,-0.063406,0.484595,-0.130863,-0.131257,0,-0.118432,0,0.589042,0,0,-0.117165,-0.0361839,-0.135797,0,-0.119852,-0.126302
TMEM56-RWDD3,-0.0417673,-0.0612455,0.271502,-0.0843821,0.526932,0.00232362,0,0,0,0,-0.0493992,-0.08693,0.05802,0,-0.0752263,-0.066957
TMEM57,-0.059839,0.34659,-0.103803,0.106008,0,-0.0491485,0,0,0,0,-0.228965,0.235813,0.00930744,0,-0.0711583,-0.171156
TMEM59,-0.191682,0.93676,0.00744942,-0.0880932,0,-0.134999,0,0,0,0,-0.0905078,-0.096817,-0.0504205,0,-0.150183,-0.142535
TMEM60,0.042158,-0.162316,0.528898,-0.21597,0,-0.0126086,0,0,0,0,0.0846215,0.0681173,-0.112937,0,-0.14358,-0.0597732
TMEM61,-0.0711873,-0.0613484,-0.0595784,-0.0604398,0,-0.0564718,0,0.610177,0,0,-0.0488542,-0.0325719,-0.0590398,0,-0.0689538,-0.0613756
TMEM63A,-0.00714956,-0.245103,0.170383,0.0108582,0,-0.160242,0,0,0,0,-0.0638343,-0.156145,-0.00441587,0,0.48318,-0.227719
TMEM63B,-0.189876,-0.0937072,-0.101557,-0.0889705,0,-0.0824707,0,0.62412,0,0,0.0792933,-0.156862,-0.0620627,0,-0.137299,0.00985507
TMEM65,-0.0951181,-0.16544,-0.0237038,-0.0192356,0,-0.0393022,0,0,0,0,0.371891,-0.304,-0.0339105,0,0.00197393,0.0557101
TMEM70,-0.173078,0.35442,0.0601559,-0.108614,0,0.0859653,0,0,0,0,0.504384,-0.234354,-0.0970847,0,-0.199673,-0.071495
TMEM71,-0.125622,-0.136689,-0.090444,0.029279,0,-0.0866546,0,0,0,0,-0.109581,-0.147839,0.189548,0.877932,0.0250779,0.0166177
