,Non-plasma B cells,Plasma B cells,CD4 T,CD8 T (GZMK high),CD8 T effector,DC,Endothelial Cells,Cancer Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Double-neg-like T,Monocytes
s_segment_11_2007,0.0973,0.0001,0,0,0,0,0.0001,0.5879,0,0,0.0021,0,0,0,0.3125,0
s_segment_11_2010,0.2222,0.0407,0.0003,0.036,0.0387,0.0091,0.0001,0.5737,0.0002,0.0687,0.0002,0.0041,0.0057,0.0001,0.0001,0.0001
s_segment_11_2012,0.0001,0,0,0,0,0.0009,0.0058,0.7128,0.1817,0,0,0.0942,0.0043,0.0001,0,0.0001
s_segment_11_2013,0.0015,0.0027,0.0001,0.0005,0,0,0,0.8446,0.0001,0.0304,0.0065,0,0,0,0.0014,0.1122
s_segment_11_2015,0.0106,0.161,0,0.0108,0.0002,0.0043,0.0021,0.7444,0,0.0464,0,0.0004,0.0006,0.0191,0,0.0001
s_segment_11_2021,0.0161,0.0086,0.0045,0.0003,0.0038,0.0175,0.3184,0.0089,0.0002,0.0808,0.3272,0.0005,0.0021,0.0034,0.0001,0.2076
s_segment_11_2026,0.0063,0.0604,0,0.027,0,0.0001,0,0.2042,0,0.0778,0.6124,0.0034,0.0082,0,0.0001,0.0001
s_segment_11_2033,0,0.0001,0,0,0,0.3768,0.0003,0.0172,0.5897,0.0029,0.0027,0.0005,0.0096,0.0001,0.0001,0
s_segment_11_2043,0.0009,0.159,0,0,0.001,0.0211,0.4219,0.2357,0.0886,0.0221,0,0.0476,0.0001,0.0002,0.0018,0
s_segment_11_2048,0,0,0,0.0143,0,0.0001,0.0018,0.0039,0.771,0.1265,0,0.0103,0,0,0.0001,0.072
s_segment_11_2053,0,0,0.0003,0,0.0295,0.0001,0,0.9041,0,0.0132,0,0,0,0.0516,0,0.0012
s_segment_11_2059,0.0074,0,0,0.0302,0.0001,0,0.0726,0.6491,0.2223,0.0014,0.0031,0,0,0,0.0136,0.0002
s_segment_11_2061,0,0,0,0,0.0001,0,0,0.2723,0.0783,0.0006,0,0,0,0,0.6487,0
s_segment_11_2064,0,0.0001,0.3476,0.118,0.0001,0.0001,0,0.5207,0.0006,0.006,0.0013,0,0,0.0009,0.0044,0.0002
s_segment_11_2087,0.3906,0.0044,0.0002,0.0003,0.0001,0.0033,0,0.3259,0,0.0073,0.0001,0.0042,0,0,0.2636,0
s_segment_11_2097,0,0.213,0.0003,0.0001,0.0347,0.1184,0,0.33,0.0001,0.2762,0.0002,0.0031,0.0039,0.0005,0.0009,0.0186
s_segment_11_2105,0.003,0.0001,0.0007,0.0131,0.0002,0.0004,0.0486,0,0.7354,0.0572,0.1039,0.0051,0.0172,0.0005,0.0025,0.0121
s_segment_11_2111,0.0008,0,0,0.0041,0.0062,0,0.4487,0.001,0,0.5302,0.0054,0.0012,0.0001,0.0021,0.0002,0
s_segment_11_2147,0.2019,0.0335,0.0001,0.0001,0,0.0001,0.0236,0.4439,0.0025,0.0001,0.0001,0.1146,0.1141,0.0002,0.0652,0
s_segment_11_2164,0,0.0366,0.0002,0,0.0058,0.0001,0,0.3993,0.1909,0,0.0001,0.0369,0.2111,0,0.0006,0.1184
s_segment_11_2179,0.1957,0.0002,0,0,0.0677,0.0544,0,0.6679,0.0001,0,0.0005,0.0007,0.0107,0,0.002,0.0001
s_segment_11_2184,0.0003,0.0002,0.0001,0.0129,0.0071,0,0.0076,0.5357,0.0074,0.0001,0.0509,0.225,0.0572,0.0696,0.0094,0.0165
s_segment_11_2186,0,0,0,0,0.0001,0,0.6377,0,0.1497,0.0007,0.2064,0,0.0023,0.0031,0,0
s_segment_11_219,0.0073,0,0,0,0,0,0.0884,0.5383,0.0001,0.0038,0.0129,0.3489,0.0001,0.0002,0,0
s_segment_11_2208,0,0.0078,0.0031,0.0029,0,0,0.1563,0.0087,0.6467,0.1667,0.0003,0,0,0.0074,0.0001,0
s_segment_11_2222,0.0002,0.0052,0.0004,0,0.0019,0.0201,0.0152,0.7583,0.0129,0.0908,0.0007,0.0009,0.0029,0.0565,0.0058,0.0282
s_segment_11_2223,0,0,0.001,0.0001,0.0863,0.2752,0.0033,0.4619,0,0.1551,0.0163,0.0004,0.0002,0,0.0001,0.0001
s_segment_11_223,0.283,0.0012,0.0001,0.0877,0.0053,0.0015,0.0003,0.1794,0.4146,0.0165,0.007,0,0.0001,0.003,0.0001,0.0002
s_segment_11_2234,0.0002,0.0003,0,0.0634,0.0001,0.0002,0.1638,0.3042,0.0001,0.3961,0.0038,0.0646,0.0001,0.0029,0.0002,0
s_segment_11_2238,0.0499,0,0,0.0001,0,0.3133,0.0203,0.0003,0.3413,0.1744,0.0987,0,0,0,0.0009,0.0008
s_segment_11_2241,0.0001,0,0.0004,0.0017,0.0519,0.0425,0.0002,0.8698,0.011,0.0071,0.0052,0.0006,0.0089,0,0.0006,0
s_segment_11_2243,0,0.2297,0.0011,0.2637,0.0016,0.1115,0.0009,0.2041,0.0169,0.0002,0,0.1513,0.0003,0.0001,0,0.0186
s_segment_11_2251,0.0247,0,0.0001,0,0,0.0008,0,0.4055,0.0007,0.0035,0.5356,0.0242,0,0,0.0049,0
s_segment_11_2252,0,0.3042,0.0324,0,0.0397,0.0001,0,0.5784,0,0,0,0,0.0127,0,0.0108,0.0217
s_segment_11_2255,0.053,0.0034,0.0026,0.0196,0.0117,0.0012,0.4282,0.3422,0.0069,0.0464,0.0422,0.0109,0.0013,0.0226,0.0059,0.0019
s_segment_11_2265,0.0113,0.167,0.0069,0.1766,0,0,0.0418,0.5577,0.0001,0.0001,0,0,0.0006,0,0,0.0379
s_segment_11_2269,0,0.1666,0,0.0044,0,0,0.0001,0.2229,0.0032,0.1237,0.241,0.1397,0.013,0,0.0765,0.0089
s_segment_11_227,0.0008,0.0546,0.096,0.0001,0.0001,0.001,0.0393,0.2581,0.0001,0.0075,0.438,0.0158,0,0.0789,0.0097,0
s_segment_11_2270,0,0.0641,0.0001,0.0083,0,0.0059,0,0.182,0.1317,0,0.4707,0.0006,0,0.0006,0.0866,0.0494
s_segment_11_2279,0.0002,0.0068,0,0.0104,0.0019,0.1232,0.0003,0.3411,0.0013,0.0002,0,0.1901,0.2499,0,0.0001,0.0745
s_segment_11_2283,0.0039,0.0001,0,0,0.1384,0.607,0.0001,0.242,0,0.0036,0.0045,0.0001,0,0,0.0003,0
s_segment_11_2288,0,0.0771,0,0.0002,0.0003,0.2681,0,0.6468,0,0.0044,0.0002,0.0001,0,0,0.0028,0
s_segment_11_2296,0,0,0,0.1832,0.0021,0.0001,0.0071,0.5716,0,0,0.2293,0.0001,0.0065,0,0,0
s_segment_11_2306,0.0006,0,0.0009,0,0.0104,0.0001,0,0.9871,0,0,0,0,0.0008,0,0,0.0001
s_segment_11_2321,0,0.0614,0,0,0.0001,0,0,0.3958,0,0.3445,0,0,0.1926,0,0.0056,0
s_segment_11_2326,0,0.0001,0,0,0.0088,0,0,0.7218,0.0118,0.2569,0,0,0,0,0,0.0006
s_segment_11_233,0.0141,0.0002,0,0,0.0002,0,0.0062,0.4879,0,0,0.1313,0,0.0007,0,0.0001,0.3593
s_segment_11_2333,0.0486,0.0425,0.0053,0.0413,0.0054,0.0006,0.002,0.5795,0.0012,0,0,0.0011,0.1815,0.0003,0.0295,0.0612
s_segment_11_2336,0.0078,0.1529,0.0014,0.003,0.0001,0.2194,0.0001,0.0025,0.2018,0.0544,0.3068,0,0.0479,0.0016,0.0003,0
s_segment_11_2349,0.01,0.0054,0.0939,0.0388,0.0001,0.232,0.0001,0.2912,0.2897,0.0006,0,0.0367,0,0,0,0.0015
s_segment_11_2350,0.466,0.0004,0,0.0001,0,0,0.0224,0.5087,0,0,0.0019,0.0003,0.0001,0,0.0001,0
s_segment_11_2352,0.0005,0.0037,0.0001,0.0001,0.0136,0,0,0.6951,0.0001,0.0001,0.1499,0.0468,0.0007,0.0175,0.0689,0.0029
s_segment_11_2373,0,0,0,0.0125,0.0025,0.01,0.0001,0.9744,0,0,0,0.0005,0,0,0,0
s_segment_11_2375,0.0011,0.0003,0.0019,0,0.0004,0.0004,0.0126,0.0568,0.1721,0.0001,0.7288,0.0004,0,0,0.025,0.0001
s_segment_11_2383,0.0078,0,0.0021,0.0004,0.0003,0.0323,0.1074,0.1287,0.0026,0.141,0.5716,0.0001,0.0039,0,0.0018,0
s_segment_11_239,0,0,0.0003,0.0002,0,0,0.096,0.2389,0,0.0518,0.5782,0.0007,0.0001,0.0338,0,0
s_segment_11_2404,0.0027,0,0,0.0001,0,0.2597,0.0739,0.5147,0,0.0007,0.0174,0.0015,0.0002,0.0911,0.0376,0.0004
s_segment_11_2415,0.1425,0.0805,0,0.022,0.0037,0.4706,0.0007,0.2461,0.0012,0.0122,0.001,0,0,0.0001,0.0193,0.0001
s_segment_11_2428,0,0.0172,0.0361,0.0004,0.0001,0,0,0.793,0.0002,0,0.0004,0.0012,0.104,0,0.0356,0.0118
s_segment_11_2429,0.0001,0,0.0002,0.006,0,0.001,0.0076,0.9796,0,0.0034,0.0001,0.0002,0,0,0.0014,0.0004
s_segment_11_243,0.2521,0,0.0011,0.0342,0,0.0001,0.0001,0.3166,0,0.0411,0.3417,0.0017,0.0111,0,0,0.0002
s_segment_11_2458,0.0001,0,0,0.0004,0.0022,0.3107,0.3652,0.1867,0,0.0252,0,0.0131,0.0727,0.0237,0,0
s_segment_11_2466,0,0.0025,0,0,0.0449,0.0007,0.0204,0,0.3444,0.0001,0.5854,0.0011,0,0,0.0003,0.0002
s_segment_11_2468,0.0007,0.0004,0,0,0,0.0025,0,0.1698,0.0993,0.3516,0.0482,0.0567,0.0001,0,0.2707,0
s_segment_11_247,0,0.0003,0.1339,0.0023,0,0.4709,0.057,0.2988,0,0,0,0.0018,0.0349,0.0001,0,0
s_segment_11_2470,0,0.053,0.0001,0.0035,0.0001,0.0113,0,0.1305,0.8004,0.0011,0,0,0,0,0,0
s_segment_11_2473,0.0025,0,0,0,0.0033,0.0064,0.486,0,0.1893,0,0.3124,0.0001,0,0,0,0
s_segment_11_2478,0,0.0128,0.0001,0.0116,0,0.0009,0,0.8618,0,0,0.0002,0.0399,0,0.0001,0.0718,0.0008
s_segment_11_249,0.0002,0.1237,0.0002,0.0435,0.0009,0.0001,0.204,0,0.5222,0.0035,0.0689,0,0.0124,0.008,0,0.0124
s_segment_11_2495,0,0,0.001,0.0766,0.0073,0.1645,0.4288,0.0677,0.0926,0.0001,0.0001,0.0107,0.1214,0.0001,0.0004,0.0287
s_segment_11_2496,0.0003,0.1508,0.0104,0,0,0.0015,0.2612,0.0305,0.2733,0.0002,0.0677,0.0386,0.0264,0.0017,0.0986,0.0388
s_segment_11_2500,0.0001,0.0002,0.1444,0.0046,0,0.0001,0.3931,0.0258,0.0012,0.0071,0.3291,0.0423,0.0037,0.0082,0.0372,0.0029
s_segment_11_252,0.0002,0,0.0001,0.0009,0.0221,0.0263,0.0003,0.3705,0.0535,0.0127,0,0.0005,0.5089,0,0,0.004
s_segment_11_2528,0,0.0005,0.0799,0.0007,0.0001,0.0002,0,0.6451,0.1991,0.0009,0,0,0.0005,0.0159,0.0001,0.057
s_segment_11_2534,0,0.016,0.0004,0,0,0,0,0.536,0,0.0132,0.404,0,0.0001,0,0,0.0303
s_segment_11_2539,0,0,0,0.2158,0.0735,0,0,0.6486,0,0.0061,0.0558,0,0.0001,0.0001,0,0
s_segment_11_2541,0.0022,0.0114,0.2621,0.019,0.0024,0.0018,0.051,0.0208,0.536,0.0062,0.0171,0.001,0.0251,0.0425,0.0007,0.0007
s_segment_11_2548,0.0001,0,0,0,0.0012,0.1478,0.0014,0.7255,0,0.0002,0.043,0.0511,0,0.0001,0.0293,0.0003
s_segment_11_2551,0,0,0.0024,0,0,0.0455,0.4126,0.1724,0.0001,0.0001,0.2343,0.0001,0.1302,0.0018,0,0.0005
s_segment_11_2555,0.0569,0.5097,0.0002,0.0025,0,0.0002,0.1081,0.0912,0.0001,0.111,0.0353,0.0057,0.0106,0.0011,0.033,0.0344
s_segment_11_2561,0,0,0.0139,0.1361,0.0011,0.0001,0.0009,0.797,0,0.001,0.0021,0,0,0.0286,0.0054,0.0138
s_segment_11_2562,0,0.0809,0.0075,0.1433,0.0989,0,0.0017,0.4267,0,0.2298,0.0017,0.0001,0.006,0,0,0.0034
s_segment_11_2567,0.0001,0.0001,0,0,0.0004,0.002,0,0.9289,0.022,0.0074,0.0144,0.0217,0.0026,0,0.0004,0
s_segment_11_2596,0.0127,0,0.0001,0.0038,0.0127,0,0,0.5971,0,0.0463,0,0,0,0.1227,0.2046,0
s_segment_11_2607,0,0.0007,0,0,0,0,0,0.6794,0,0.0001,0,0,0,0.0213,0.2985,0
s_segment_11_2610,0.0002,0,0.0011,0.0001,0.0003,0.0003,0.0676,0,0.4619,0.0001,0.4365,0,0,0.0001,0.0001,0.0317
s_segment_11_2611,0.0203,0.0212,0,0.1112,0.0002,0.0089,0.3386,0.0007,0.4757,0.0051,0.0016,0.0001,0.0162,0.0001,0,0.0001
s_segment_11_262,0.1717,0.0001,0.0007,0.0282,0,0,0.0006,0.2939,0,0.2764,0.0001,0.0093,0.2163,0.0003,0.0001,0.0023
s_segment_11_2620,0,0,0,0,0.0001,0.0968,0.0002,0.7581,0.0025,0,0,0.1306,0,0,0.0116,0.0001
s_segment_11_2628,0.0093,0.0063,0.0001,0.0018,0,0.1462,0,0.7094,0.0013,0.0499,0.0001,0.0101,0.0002,0.0607,0.0003,0.0043
s_segment_11_2649,0.0262,0.0019,0.0062,0.0559,0.0012,0.0519,0.2468,0.2951,0.2567,0.0002,0.0041,0.0002,0.0531,0.0001,0.0004,0
s_segment_11_2650,0.0005,0,0.0001,0.0006,0.0082,0.0001,0.0019,0.235,0.2596,0,0.0004,0.4933,0,0.0003,0,0
s_segment_11_2668,0.0081,0,0.0817,0,0,0.0001,0.0006,0.0283,0.2243,0,0.6304,0.0007,0.0258,0,0,0
s_segment_11_2682,0.0021,0.0011,0,0.0004,0.0001,0,0.4287,0.1966,0.0028,0.0598,0,0.0013,0,0.0016,0,0.3055
s_segment_11_2692,0,0.0991,0,0.0002,0,0.0022,0.0829,0,0.3928,0,0.4142,0.0005,0.0003,0.0003,0.0001,0.0074
s_segment_11_2697,0,0.0011,0.1364,0,0,0.0016,0.1387,0.4548,0.0007,0.2596,0.0039,0,0.0026,0.0001,0.0005,0
s_segment_11_2699,0.0004,0.1448,0.0045,0.0012,0.001,0.0003,0.0001,0.8021,0.0258,0,0.008,0.0007,0.0001,0.0034,0,0.0076
s_segment_11_2710,0.0033,0.0558,0.0001,0,0,0.0267,0.0001,0.7377,0,0,0,0.0393,0.0001,0.0503,0.0486,0.038
s_segment_11_2712,0.152,0.0588,0,0.0012,0.0669,0,0,0.3387,0.2417,0.1359,0.0002,0.0002,0.0008,0.0002,0.0015,0.0019
s_segment_11_2713,0.1195,0.0002,0,0.006,0.1005,0.0001,0.1847,0.5598,0.0062,0.0016,0.0022,0.001,0.0142,0,0.0001,0.0039
s_segment_11_2714,0.0001,0,0,0,0,0,0.0001,0.4955,0.0005,0,0.4412,0.0042,0,0.0057,0,0.0527
s_segment_11_2730,0,0,0,0,0.0009,0,0.0004,0.8341,0,0,0.0007,0.0001,0.1627,0.0009,0,0.0002
s_segment_11_2738,0.164,0,0.0001,0,0.0031,0.0391,0.1746,0.0447,0.0636,0.4118,0.0109,0.0343,0.0045,0.0487,0.0006,0
s_segment_11_2751,0.0639,0,0,0,0,0.0001,0,0.8355,0.0013,0,0,0.013,0.0414,0,0,0.0448
s_segment_11_2796,0.0001,0.0003,0,0.1219,0,0.4743,0.0177,0.3067,0,0.0003,0.0002,0.0035,0,0.0742,0.0007,0.0001
s_segment_11_28,0,0.0001,0.0018,0,0.0008,0.0001,0.0256,0.35,0.0054,0.0108,0.5734,0.0049,0,0.0016,0.0252,0.0003
s_segment_11_2809,0.0003,0.0014,0,0.0003,0.0002,0,0.5274,0,0.0582,0.4084,0,0.0002,0.0001,0.0003,0,0.0032
s_segment_11_282,0,0.0003,0.1618,0.0002,0,0.0452,0.0001,0.1259,0,0.6445,0.0001,0.0037,0.0089,0.0001,0.0013,0.0079
s_segment_11_2822,0.0166,0.0288,0,0,0.0509,0,0.3136,0.2059,0,0.0001,0.003,0,0.0001,0.0001,0,0.3809
s_segment_11_2834,0.0112,0.0004,0,0,0,0,0.4527,0.2445,0.0001,0.0004,0,0.0002,0.0786,0.0773,0.069,0.0656
s_segment_11_2841,0,0.0003,0.0001,0.0048,0.0084,0.0005,0,0.4904,0.2659,0.0144,0,0,0.1687,0.0041,0,0.0424
s_segment_11_2856,0.0001,0,0.0019,0.0002,0.0022,0.0001,0.0002,0.9548,0,0,0,0,0.0001,0.0382,0,0.0022
s_segment_11_2864,0.0003,0,0.0076,0.0006,0.0102,0.0001,0.0031,0.2494,0.0034,0.0148,0.7062,0,0,0.0003,0.0001,0.0039
s_segment_11_2868,0,0,0.0037,0,0,0.3287,0,0.0558,0.5899,0.0008,0,0,0,0.0001,0.021,0
s_segment_11_2870,0.0001,0.0003,0.0364,0,0.0025,0.7067,0.0002,0.1386,0.0662,0,0.0369,0,0.0046,0.0001,0.0066,0.0008
s_segment_11_2942,0.0001,0,0,0,0,0.0037,0.0995,0.0041,0.755,0.0001,0.1372,0,0,0.0001,0.0001,0.0001
s_segment_11_2944,0.0009,0.2512,0.001,0.0001,0,0.0009,0.0001,0.3531,0.0056,0.3863,0,0.0005,0.0001,0,0,0.0002
s_segment_11_295,0.0002,0.0374,0.0001,0.0138,0.0003,0.1174,0.1561,0.0641,0.4187,0.0001,0.0373,0,0.0269,0.0589,0.0672,0.0015
s_segment_11_2951,0.0152,0,0,0,0,0,0.008,0.4065,0.0001,0.0089,0.5055,0.0187,0.033,0,0,0.0041
s_segment_11_2955,0.0003,0.0001,0.0015,0.0135,0.0007,0.0954,0.2565,0.0001,0.0047,0.5294,0,0.0961,0,0,0,0.0017
s_segment_11_2958,0,0.0001,0,0.0226,0.003,0,0.0001,0.2258,0.0121,0.6764,0,0.0023,0,0,0,0.0576
s_segment_11_2962,0.0579,0.0017,0,0.0017,0.0064,0.0098,0.0015,0.5826,0.0001,0.2961,0.0246,0.0001,0,0.0168,0.0006,0.0001
s_segment_11_2980,0.0001,0,0.0277,0.0001,0.0565,0.0011,0.0728,0,0.2677,0,0.5242,0,0.0498,0,0,0
s_segment_11_2983,0.0003,0.0695,0.0001,0.0056,0.0766,0.226,0.0381,0.5113,0.0051,0.0013,0,0,0.066,0,0.0001,0
s_segment_11_2997,0.0949,0.0001,0,0,0.0008,0.0001,0.206,0,0.0514,0.6466,0,0,0,0,0.0001,0
s_segment_11_2999,0,0.2975,0,0.0005,0.0006,0,0.3985,0.2795,0.0004,0.0001,0.0104,0.0001,0.0124,0,0,0
s_segment_11_30,0,0.0001,0.019,0.0001,0.0004,0,0.082,0,0.0245,0.5465,0.1994,0,0.0003,0,0.0411,0.0866
s_segment_11_3008,0.2801,0.0002,0.0033,0,0,0,0.0188,0.004,0.5804,0.0524,0.0025,0.0001,0.0003,0,0,0.0579
s_segment_11_3041,0.0046,0,0,0,0,0.0236,0,0.6298,0.0955,0.1493,0.0004,0.0947,0.0001,0,0,0.002
s_segment_11_3048,0,0.0633,0.005,0.0479,0.1741,0.0011,0.0417,0.1033,0.5296,0.0055,0.0001,0.0009,0.0183,0.0062,0.0003,0.0027
s_segment_11_3054,0.0305,0.0202,0,0.0001,0.2898,0,0.3357,0.0009,0.1906,0.0848,0.0095,0,0.0035,0.0002,0.034,0.0002
s_segment_11_3061,0.0002,0,0.0182,0.0002,0.0589,0,0.019,0.7307,0.0181,0,0.1048,0.0001,0.0011,0,0.0244,0.0243
s_segment_11_3063,0.0015,0,0.2888,0.0131,0.0001,0,0.004,0.6397,0.0427,0,0,0,0.002,0.0079,0.0002,0
s_segment_11_3074,0.0153,0.0091,0.0006,0,0.0474,0,0.0002,0.848,0.0585,0.0002,0.005,0.0002,0.0152,0.0002,0,0.0001
s_segment_11_3087,0.0012,0.0001,0.5354,0,0,0,0.0121,0.4101,0,0.0169,0.0163,0,0.0002,0.0058,0.001,0.0009
s_segment_11_3096,0,0.0302,0.0007,0,0.0002,0.0001,0,0.9675,0.0012,0,0,0.0001,0,0,0,0
s_segment_11_3119,0,0.0001,0.007,0.0001,0,0.0166,0.0001,0.8243,0.0539,0,0.0892,0.0087,0,0,0,0
s_segment_11_312,0.0861,0.0001,0.0005,0.0006,0.0002,0.0374,0.0162,0.4855,0.0035,0.0383,0,0.3308,0,0,0.0008,0
s_segment_11_3123,0.1681,0.0013,0.0001,0,0.009,0.0837,0.008,0.5959,0,0.0088,0.1027,0.0003,0.0068,0.0059,0.0094,0
s_segment_11_3139,0.0001,0.1709,0.0365,0.1943,0.005,0.0266,0,0.4028,0.0323,0.0003,0,0,0,0.0004,0.0001,0.1307
s_segment_11_315,0,0,0.0003,0,0.0001,0,0,0.9564,0.0033,0.004,0.0091,0.0051,0.0171,0.0033,0.0001,0.0012
s_segment_11_3172,0,0.0002,0.037,0,0.2798,0.0014,0.0009,0.6065,0.0226,0.0001,0,0.0003,0,0.0018,0.0067,0.0427
s_segment_11_3175,0,0,0.0004,0.0024,0,0.0289,0,0.0741,0.894,0,0.0001,0.0001,0,0,0,0
s_segment_11_3183,0.177,0.0001,0.0001,0.033,0.0017,0.0722,0.0213,0.5447,0,0.1288,0.0001,0.0042,0,0.0164,0.0003,0.0001
s_segment_11_3184,0.002,0,0,0.0001,0.0002,0.1822,0.1445,0.0892,0.5161,0.0091,0.0003,0,0,0,0.0563,0
s_segment_11_3186,0,0.003,0,0.0001,0,0,0.7743,0.1221,0,0.0566,0.0003,0.0007,0,0.0419,0.001,0
s_segment_11_3244,0.4036,0,0.0002,0.0001,0.0032,0.001,0.1327,0,0.2898,0,0.1443,0,0.0004,0.0244,0.0002,0.0001
s_segment_11_3265,0.0003,0,0.0001,0.0052,0.0003,0.1155,0.4694,0.0999,0.2538,0.007,0.0001,0.024,0.0061,0.0003,0.0001,0.0179
s_segment_11_3274,0,0.2512,0,0.0339,0,0.0783,0,0.5727,0.0006,0.0489,0,0.0001,0,0,0.0066,0.0077
s_segment_11_3285,0,0.0149,0.0001,0.046,0,0,0.0133,0.9245,0.0011,0,0.0001,0,0,0,0,0
s_segment_11_3286,0.0036,0,0.001,0.2934,0,0,0.0002,0.3854,0.0001,0.0001,0.1533,0.0018,0.002,0.002,0.0023,0.1548
s_segment_11_3298,0.0962,0.0017,0.0046,0,0.0353,0,0.0001,0,0.705,0.0002,0.1553,0,0.0015,0.0001,0,0
s_segment_11_3305,0.0053,0.0001,0,0.0071,0.0627,0,0.0015,0.2628,0,0.4186,0.2342,0.0034,0.0025,0.0017,0.0001,0
s_segment_11_3308,0.0031,0,0.0514,0.0001,0,0,0.5161,0.001,0.2059,0.0069,0.1065,0.0237,0.0001,0.0001,0.0846,0.0005
s_segment_11_332,0,0,0.0072,0,0.0011,0,0.495,0,0,0.4047,0.079,0.0001,0,0.0128,0,0.0001
s_segment_11_333,0,0,0.0006,0,0.0022,0,0.7188,0.1847,0.0606,0.0324,0,0,0.0006,0,0.0001,0
s_segment_11_3334,0.0001,0.0285,0.001,0.0001,0,0,0,0.2438,0,0.4341,0.0569,0,0.0005,0.0997,0,0.1353
s_segment_11_3344,0.0008,0.0108,0,0.0002,0.0002,0,0.3023,0.6838,0.0011,0.0001,0.0004,0.0002,0,0.0001,0,0
s_segment_11_3376,0.0001,0.1639,0,0.0039,0,0.0863,0.0063,0.1793,0.0091,0,0.5382,0.0005,0,0.0004,0.0088,0.0032
s_segment_11_3382,0,0.0001,0.0001,0.0013,0,0,0.2663,0,0,0.4145,0.0577,0.0009,0,0,0,0.2591
s_segment_11_339,0,0,0,0.0181,0.0166,0,0.4182,0.3382,0.0752,0.0001,0.0002,0.0084,0.0024,0,0.1226,0
s_segment_11_3397,0.3475,0.0136,0.0106,0.107,0.0026,0,0.0276,0.428,0.0001,0.0001,0.0001,0.0048,0.0004,0,0.0178,0.0398
s_segment_11_3398,0,0,0,0,0,0.006,0.3512,0.1562,0.0239,0.2794,0.1831,0.0001,0,0,0.0001,0
s_segment_11_3399,0,0.0001,0.005,0,0,0,0.0006,0.4055,0.5434,0.0031,0.0422,0,0,0.0001,0,0
s_segment_11_3409,0,0,0.0001,0.0001,0.0048,0.0652,0.0061,0.0365,0.3302,0.5481,0,0.0001,0.0001,0.0086,0,0.0001
s_segment_11_3425,0.3657,0,0.0003,0.0404,0.0001,0,0.0001,0.1692,0,0.1886,0.0013,0.0001,0,0.0002,0.1261,0.1079
s_segment_11_3430,0.0126,0,0.0001,0,0,0.2042,0,0.7825,0,0,0,0,0,0,0.0006,0
s_segment_11_3435,0,0,0.0014,0.1754,0.0008,0,0.0004,0.7537,0.0001,0.0079,0,0,0,0.0597,0,0.0006
s_segment_11_3438,0.0038,0,0,0.0652,0.0001,0.0007,0.2604,0,0.0004,0.458,0.1451,0.0001,0,0.0001,0.0001,0.066
s_segment_11_3448,0,0.0001,0.0001,0.0007,0.0022,0.0001,0,0.3269,0.0007,0.2463,0.0577,0.3613,0.0039,0,0,0
s_segment_11_3462,0.1462,0.0033,0.0001,0.0968,0.0764,0,0,0.446,0.0093,0.0001,0.1542,0.0028,0.0193,0.0436,0,0.0019
s_segment_11_3463,0.0313,0,0,0,0.0001,0,0,0.861,0.0001,0,0.0012,0,0.0578,0.0449,0,0.0036
s_segment_11_3466,0.0001,0,0.0183,0.0001,0.0311,0.0001,0.009,0.8697,0.001,0,0,0.0197,0.0417,0.0001,0,0.0091
s_segment_11_347,0.0004,0,0.0102,0.0002,0.0036,0.1398,0.6247,0.0014,0.1523,0.0422,0,0,0.0001,0.0212,0.0038,0.0001
s_segment_11_3483,0.0394,0,0.1519,0.0089,0.0003,0.0038,0.0094,0.2352,0.0002,0.0396,0.3351,0.0001,0.1057,0.0378,0.0325,0.0001
s_segment_11_3486,0.2363,0.1435,0.0001,0.0002,0.0016,0,0.0839,0.1023,0.0157,0.0666,0.2654,0.0009,0.07,0.0016,0.0112,0.0007
s_segment_11_3488,0.0003,0,0.0003,0.0002,0.0008,0,0.0001,0.1296,0.0977,0.7632,0.0076,0,0,0,0,0.0002
s_segment_11_3498,0.0001,0,0,0.0045,0,0.0086,0.0157,0.5771,0,0.1258,0.0001,0.231,0,0.0065,0.0306,0
s_segment_11_3513,0,0.0001,0.0021,0.0003,0,0.0506,0.0221,0.8833,0.0019,0.0094,0.0001,0.0002,0.0005,0,0,0.0294
s_segment_11_3518,0.0043,0.0122,0,0.3234,0,0.0595,0.0005,0.5201,0.051,0.0012,0.0001,0,0.0224,0.005,0.0001,0.0002
s_segment_11_3545,0.0001,0.0327,0,0,0,0.0073,0.0001,0.7765,0.1086,0,0.0008,0.0596,0.0001,0,0,0.0142
s_segment_11_3550,0.1945,0.0556,0.0242,0.0002,0,0.0006,0,0.3781,0.0113,0.0187,0.0458,0.0008,0.2581,0.0001,0.0035,0.0085
s_segment_11_3554,0.0001,0.0031,0.0117,0.0005,0.0261,0.0004,0.045,0.8176,0.0007,0.0396,0.0066,0.0022,0.0205,0.0116,0,0.0143
s_segment_11_3560,0.4655,0,0.001,0.0604,0.0002,0.1526,0,0.1001,0.2198,0,0,0.0001,0.0003,0,0,0
s_segment_11_3566,0.0757,0,0,0.0562,0.022,0.0169,0,0.3578,0.0009,0.0001,0.1478,0.2508,0.0163,0.0545,0.0007,0.0003
s_segment_11_3573,0.0015,0,0,0.0001,0.0555,0.0001,0,0.4478,0.3561,0.0013,0.0001,0.0001,0.09,0,0.0003,0.0471
